sz,ProbeType,CSI,ProbeType2,CSI2,cueorder,cat1,cat2,trial,position,ups,downs,pos,color,col_a,col_b
1,2,0.3,2,2,1,1,0,254,1128,"(200, 100)","(-200, -100)","(200, 100),(-200, -100)","(255, 182, 193),(0, 230, 115)","(255, 182, 193)","(0, 230, 115)"
3,0,5,2,0.3,1,0,1,255,550,"(-200, 100),(200, 100),(-100, 200)","(-200, -100),(-100, -200),(200, -100)","(-200, 100),(200, 100),(-100, 200),(-200, -100),(-100, -200),(200, -100)","(255, 182, 193),(107, 142, 35),(0, 102, 102),(128, 0, 128),(0, 100, 0),(139, 69, 19)","(255, 182, 193),(107, 142, 35),(0, 102, 102)","(128, 0, 128),(0, 100, 0),(139, 69, 19)"
4,1,2,0,5,0,1,0,256,643,"(-200, 100),(-100, 200),(100, 200),(200, 100)","(-100, -200),(100, -200),(-200, -100),(200, -100)","(-200, 100),(-100, 200),(100, 200),(200, 100),(-100, -200),(100, -200),(-200, -100),(200, -100)","(255, 182, 193),(255, 140, 0),(0, 128, 128),(222, 184, 135),(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)","(255, 182, 193),(255, 140, 0),(0, 128, 128),(222, 184, 135)","(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)"
2,2,2,1,5,1,0,1,257,1109,"(-200, 100),(100, 200)","(-100, -200),(-200, -100)","(-200, 100),(100, 200),(-100, -200),(-200, -100)","(255, 182, 193),(0, 102, 102),(139, 69, 19),(255, 128, 0)","(255, 182, 193),(0, 102, 102)","(139, 69, 19),(255, 128, 0)"
3,0,2,0,2,0,1,0,258,342,"(-100, 200),(100, 200),(-200, 100)","(-100, -200),(100, -200),(-200, -100)","(-100, 200),(100, 200),(-200, 100),(-100, -200),(100, -200),(-200, -100)","(0, 128, 128),(107, 142, 35),(255, 182, 193),(128, 0, 128),(0, 100, 0),(255, 128, 0)","(0, 128, 128),(107, 142, 35),(255, 182, 193)","(128, 0, 128),(0, 100, 0),(255, 128, 0)"
1,0,0.3,0,5,1,0,1,259,168,"(-200, 100)","(100, -200)","(-200, 100),(100, -200)","(222, 184, 135),(0, 100, 0)","(222, 184, 135)","(0, 100, 0)"
3,0,5,0,2,0,0,1,260,346,"(100, 200),(200, 100),(-100, 200)","(200, -100),(-200, -100),(100, -200)","(100, 200),(200, 100),(-100, 200),(200, -100),(-200, -100),(100, -200)","(0, 102, 102),(107, 142, 35),(222, 184, 135),(0, 230, 115),(128, 0, 128),(0, 100, 0)","(0, 102, 102),(107, 142, 35),(222, 184, 135)","(0, 230, 115),(128, 0, 128),(0, 100, 0)"
3,1,5,1,5,0,1,0,261,682,"(100, 200),(-100, 200),(200, 100)","(200, -100),(-200, -100),(100, -200)","(100, 200),(-100, 200),(200, 100),(200, -100),(-200, -100),(100, -200)","(255, 182, 193),(0, 128, 128),(107, 142, 35),(139, 69, 19),(255, 128, 0),(128, 0, 128)","(255, 182, 193),(0, 128, 128),(107, 142, 35)","(139, 69, 19),(255, 128, 0),(128, 0, 128)"
3,0,2,0,5,1,0,1,262,210,"(200, 100),(-100, 200),(100, 200)","(100, -200),(-200, -100),(200, -100)","(200, 100),(-100, 200),(100, 200),(100, -200),(-200, -100),(200, -100)","(0, 128, 128),(222, 184, 135),(107, 142, 35),(128, 0, 128),(139, 69, 19),(0, 100, 0)","(0, 128, 128),(222, 184, 135),(107, 142, 35)","(128, 0, 128),(139, 69, 19),(0, 100, 0)"
1,0,2,0,0.3,0,1,0,263,292,"(-200, 100)","(100, -200)","(-200, 100),(100, -200)","(255, 140, 0),(0, 230, 115)","(255, 140, 0)","(0, 230, 115)"
3,0,5,2,2,0,1,0,264,418,"(100, 200),(-200, 100),(200, 100)","(-100, -200),(200, -100),(-200, -100)","(100, 200),(-200, 100),(200, 100),(-100, -200),(200, -100),(-200, -100)","(0, 102, 102),(107, 142, 35),(255, 140, 0),(255, 128, 0),(0, 100, 0),(128, 0, 128)","(0, 102, 102),(107, 142, 35),(255, 140, 0)","(255, 128, 0),(0, 100, 0),(128, 0, 128)"
2,0,0.3,2,5,0,0,1,265,421,"(-100, 200),(200, 100)","(-100, -200),(100, -200)","(-100, 200),(200, 100),(-100, -200),(100, -200)","(0, 128, 128),(0, 102, 102),(255, 128, 0),(139, 69, 19)","(0, 128, 128),(0, 102, 102)","(255, 128, 0),(139, 69, 19)"
3,1,2,0,0.3,1,0,1,266,762,"(100, 200),(-100, 200),(200, 100)","(-100, -200),(100, -200),(-200, -100)","(100, 200),(-100, 200),(200, 100),(-100, -200),(100, -200),(-200, -100)","(0, 128, 128),(107, 142, 35),(222, 184, 135),(128, 0, 128),(139, 69, 19),(0, 230, 115)","(0, 128, 128),(107, 142, 35),(222, 184, 135)","(128, 0, 128),(139, 69, 19),(0, 230, 115)"
4,0,0.3,2,2,0,1,0,267,123,"(200, 100),(-200, 100),(-100, 200),(100, 200)","(-100, -200),(100, -200),(-200, -100),(200, -100)","(200, 100),(-200, 100),(-100, 200),(100, 200),(-100, -200),(100, -200),(-200, -100),(200, -100)","(255, 140, 0),(107, 142, 35),(255, 182, 193),(0, 128, 128),(0, 100, 0),(0, 230, 115),(139, 69, 19),(255, 128, 0)","(255, 140, 0),(107, 142, 35),(255, 182, 193),(0, 128, 128)","(0, 100, 0),(0, 230, 115),(139, 69, 19),(255, 128, 0)"
3,0,0.3,2,5,1,0,1,268,566,"(-200, 100),(200, 100),(100, 200)","(-100, -200),(200, -100),(-200, -100)","(-200, 100),(200, 100),(100, 200),(-100, -200),(200, -100),(-200, -100)","(0, 102, 102),(255, 140, 0),(255, 182, 193),(0, 100, 0),(139, 69, 19),(255, 128, 0)","(0, 102, 102),(255, 140, 0),(255, 182, 193)","(0, 100, 0),(139, 69, 19),(255, 128, 0)"
4,1,0.3,0,5,1,1,0,269,747,"(-200, 100),(200, 100),(-100, 200),(100, 200)","(-100, -200),(-200, -100),(100, -200),(200, -100)","(-200, 100),(200, 100),(-100, 200),(100, 200),(-100, -200),(-200, -100),(100, -200),(200, -100)","(255, 182, 193),(107, 142, 35),(0, 128, 128),(222, 184, 135),(0, 230, 115),(0, 100, 0),(255, 128, 0),(128, 0, 128)","(255, 182, 193),(107, 142, 35),(0, 128, 128),(222, 184, 135)","(0, 230, 115),(0, 100, 0),(255, 128, 0),(128, 0, 128)"
4,2,5,0,2,1,1,0,270,1031,"(-100, 200),(100, 200),(200, 100),(-200, 100)","(200, -100),(-100, -200),(100, -200),(-200, -100)","(-100, 200),(100, 200),(200, 100),(-200, 100),(200, -100),(-100, -200),(100, -200),(-200, -100)","(0, 102, 102),(107, 142, 35),(0, 128, 128),(255, 140, 0),(139, 69, 19),(0, 230, 115),(128, 0, 128),(255, 128, 0)","(0, 102, 102),(107, 142, 35),(0, 128, 128),(255, 140, 0)","(139, 69, 19),(0, 230, 115),(128, 0, 128),(255, 128, 0)"
4,0,5,1,5,1,0,1,271,539,"(-200, 100),(-100, 200),(200, 100),(100, 200)","(-100, -200),(100, -200),(200, -100),(-200, -100)","(-200, 100),(-100, 200),(200, 100),(100, 200),(-100, -200),(100, -200),(200, -100),(-200, -100)","(0, 128, 128),(107, 142, 35),(255, 140, 0),(0, 102, 102),(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)","(0, 128, 128),(107, 142, 35),(255, 140, 0),(0, 102, 102)","(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)"
3,0,0.3,1,0.3,1,0,1,272,506,"(-200, 100),(-100, 200),(200, 100)","(100, -200),(-200, -100),(-100, -200)","(-200, 100),(-100, 200),(200, 100),(100, -200),(-200, -100),(-100, -200)","(0, 128, 128),(255, 140, 0),(222, 184, 135),(128, 0, 128),(139, 69, 19),(0, 230, 115)","(0, 128, 128),(255, 140, 0),(222, 184, 135)","(128, 0, 128),(139, 69, 19),(0, 230, 115)"
2,1,5,0,2,1,1,0,273,741,"(100, 200),(-200, 100)","(-200, -100),(200, -100)","(100, 200),(-200, 100),(-200, -100),(200, -100)","(0, 128, 128),(255, 140, 0),(255, 128, 0),(128, 0, 128)","(0, 128, 128),(255, 140, 0)","(255, 128, 0),(128, 0, 128)"
3,0,5,1,2,1,1,0,274,526,"(-200, 100),(200, 100),(100, 200)","(-100, -200),(100, -200),(-200, -100)","(-200, 100),(200, 100),(100, 200),(-100, -200),(100, -200),(-200, -100)","(222, 184, 135),(255, 182, 193),(0, 102, 102),(0, 230, 115),(128, 0, 128),(139, 69, 19)","(222, 184, 135),(255, 182, 193),(0, 102, 102)","(0, 230, 115),(128, 0, 128),(139, 69, 19)"
2,2,5,1,0.3,0,0,1,275,945,"(200, 100),(100, 200)","(-100, -200),(100, -200)","(200, 100),(100, 200),(-100, -200),(100, -200)","(222, 184, 135),(255, 182, 193),(0, 230, 115),(255, 128, 0)","(222, 184, 135),(255, 182, 193)","(0, 230, 115),(255, 128, 0)"
4,0,5,0,0.3,1,0,1,276,191,"(200, 100),(-200, 100),(-100, 200),(100, 200)","(200, -100),(-100, -200),(100, -200),(-200, -100)","(200, 100),(-200, 100),(-100, 200),(100, 200),(200, -100),(-100, -200),(100, -200),(-200, -100)","(255, 182, 193),(0, 102, 102),(222, 184, 135),(0, 128, 128),(139, 69, 19),(128, 0, 128),(0, 230, 115),(0, 100, 0)","(255, 182, 193),(0, 102, 102),(222, 184, 135),(0, 128, 128)","(139, 69, 19),(128, 0, 128),(0, 230, 115),(0, 100, 0)"
4,2,5,1,0.3,1,1,0,277,1091,"(-200, 100),(100, 200),(-100, 200),(200, 100)","(-100, -200),(-200, -100),(100, -200),(200, -100)","(-200, 100),(100, 200),(-100, 200),(200, 100),(-100, -200),(-200, -100),(100, -200),(200, -100)","(0, 128, 128),(255, 182, 193),(0, 102, 102),(255, 140, 0),(0, 100, 0),(255, 128, 0),(128, 0, 128),(139, 69, 19)","(0, 128, 128),(255, 182, 193),(0, 102, 102),(255, 140, 0)","(0, 100, 0),(255, 128, 0),(128, 0, 128),(139, 69, 19)"
4,2,0.3,0,0.3,1,0,1,278,1047,"(200, 100),(100, 200),(-200, 100),(-100, 200)","(100, -200),(-100, -200),(-200, -100),(200, -100)","(200, 100),(100, 200),(-200, 100),(-100, 200),(100, -200),(-100, -200),(-200, -100),(200, -100)","(0, 102, 102),(222, 184, 135),(255, 182, 193),(0, 128, 128),(128, 0, 128),(139, 69, 19),(0, 230, 115),(0, 100, 0)","(0, 102, 102),(222, 184, 135),(255, 182, 193),(0, 128, 128)","(128, 0, 128),(139, 69, 19),(0, 230, 115),(0, 100, 0)"
2,2,5,0,0.3,1,1,0,279,1053,"(200, 100),(-200, 100)","(-100, -200),(-200, -100)","(200, 100),(-200, 100),(-100, -200),(-200, -100)","(0, 128, 128),(222, 184, 135),(255, 128, 0),(139, 69, 19)","(0, 128, 128),(222, 184, 135)","(255, 128, 0),(139, 69, 19)"
3,0,0.3,0,0.3,0,1,0,280,2,"(100, 200),(-100, 200),(200, 100)","(200, -100),(100, -200),(-200, -100)","(100, 200),(-100, 200),(200, 100),(200, -100),(100, -200),(-200, -100)","(107, 142, 35),(255, 140, 0),(255, 182, 193),(139, 69, 19),(0, 230, 115),(255, 128, 0)","(107, 142, 35),(255, 140, 0),(255, 182, 193)","(139, 69, 19),(0, 230, 115),(255, 128, 0)"
1,1,0.3,0,5,0,0,1,281,600,"(-200, 100)","(200, -100)","(-200, 100),(200, -100)","(255, 140, 0),(255, 128, 0)","(255, 140, 0)","(255, 128, 0)"
1,1,0.3,0,0.3,0,1,0,282,576,"(-200, 100)","(-100, -200)","(-200, 100),(-100, -200)","(0, 102, 102),(0, 100, 0)","(0, 102, 102)","(0, 100, 0)"
4,0,2,2,0.3,1,0,1,283,547,"(100, 200),(-100, 200),(200, 100),(-200, 100)","(-200, -100),(200, -100),(100, -200),(-100, -200)","(100, 200),(-100, 200),(200, 100),(-200, 100),(-200, -100),(200, -100),(100, -200),(-100, -200)","(222, 184, 135),(255, 140, 0),(107, 142, 35),(0, 102, 102),(0, 100, 0),(255, 128, 0),(139, 69, 19),(0, 230, 115)","(222, 184, 135),(255, 140, 0),(107, 142, 35),(0, 102, 102)","(0, 100, 0),(255, 128, 0),(139, 69, 19),(0, 230, 115)"
2,0,0.3,1,0.3,1,0,1,284,217,"(100, 200),(-100, 200)","(-200, -100),(200, -100)","(100, 200),(-100, 200),(-200, -100),(200, -100)","(222, 184, 135),(255, 182, 193),(139, 69, 19),(0, 100, 0)","(222, 184, 135),(255, 182, 193)","(139, 69, 19),(0, 100, 0)"
1,1,0.3,1,2,0,1,0,285,660,"(-200, 100)","(-200, -100)","(-200, 100),(-200, -100)","(0, 128, 128),(139, 69, 19)","(0, 128, 128)","(139, 69, 19)"
1,1,0.3,0,2,1,1,0,286,732,"(-200, 100)","(-100, -200)","(-200, 100),(-100, -200)","(255, 182, 193),(0, 230, 115)","(255, 182, 193)","(0, 230, 115)"
2,0,2,0,2,1,0,1,287,485,"(100, 200),(200, 100)","(-200, -100),(200, -100)","(100, 200),(200, 100),(-200, -100),(200, -100)","(222, 184, 135),(255, 140, 0),(0, 100, 0),(0, 230, 115)","(222, 184, 135),(255, 140, 0)","(0, 100, 0),(0, 230, 115)"
3,1,0.3,0,5,0,1,0,288,638,"(-200, 100),(200, 100),(100, 200)","(200, -100),(100, -200),(-200, -100)","(-200, 100),(200, 100),(100, 200),(200, -100),(100, -200),(-200, -100)","(0, 102, 102),(255, 140, 0),(222, 184, 135),(255, 128, 0),(0, 100, 0),(0, 230, 115)","(0, 102, 102),(255, 140, 0),(222, 184, 135)","(255, 128, 0),(0, 100, 0),(0, 230, 115)"
3,0,5,0,0.3,0,0,1,289,298,"(200, 100),(-200, 100),(-100, 200)","(-200, -100),(200, -100),(100, -200)","(200, 100),(-200, 100),(-100, 200),(-200, -100),(200, -100),(100, -200)","(255, 182, 193),(255, 140, 0),(107, 142, 35),(0, 100, 0),(139, 69, 19),(128, 0, 128)","(255, 182, 193),(255, 140, 0),(107, 142, 35)","(0, 100, 0),(139, 69, 19),(128, 0, 128)"
4,2,5,1,2,0,0,1,290,959,"(200, 100),(100, 200),(-100, 200),(-200, 100)","(-200, -100),(100, -200),(200, -100),(-100, -200)","(200, 100),(100, 200),(-100, 200),(-200, 100),(-200, -100),(100, -200),(200, -100),(-100, -200)","(0, 128, 128),(0, 102, 102),(255, 140, 0),(255, 182, 193),(128, 0, 128),(0, 230, 115),(0, 100, 0),(139, 69, 19)","(0, 128, 128),(0, 102, 102),(255, 140, 0),(255, 182, 193)","(128, 0, 128),(0, 230, 115),(0, 100, 0),(139, 69, 19)"
4,0,0.3,0,2,0,1,0,291,339,"(100, 200),(-100, 200),(200, 100),(-200, 100)","(-200, -100),(200, -100),(-100, -200),(100, -200)","(100, 200),(-100, 200),(200, 100),(-200, 100),(-200, -100),(200, -100),(-100, -200),(100, -200)","(0, 128, 128),(222, 184, 135),(107, 142, 35),(255, 140, 0),(128, 0, 128),(139, 69, 19),(255, 128, 0),(0, 100, 0)","(0, 128, 128),(222, 184, 135),(107, 142, 35),(255, 140, 0)","(128, 0, 128),(139, 69, 19),(255, 128, 0),(0, 100, 0)"
4,1,5,0,0.3,0,1,0,292,623,"(200, 100),(-200, 100),(-100, 200),(100, 200)","(100, -200),(-200, -100),(-100, -200),(200, -100)","(200, 100),(-200, 100),(-100, 200),(100, 200),(100, -200),(-200, -100),(-100, -200),(200, -100)","(107, 142, 35),(255, 182, 193),(0, 102, 102),(222, 184, 135),(0, 100, 0),(128, 0, 128),(0, 230, 115),(255, 128, 0)","(107, 142, 35),(255, 182, 193),(0, 102, 102),(222, 184, 135)","(0, 100, 0),(128, 0, 128),(0, 230, 115),(255, 128, 0)"
2,1,2,0,0.3,1,0,1,293,725,"(100, 200),(-200, 100)","(-200, -100),(100, -200)","(100, 200),(-200, 100),(-200, -100),(100, -200)","(0, 102, 102),(255, 182, 193),(139, 69, 19),(0, 230, 115)","(0, 102, 102),(255, 182, 193)","(139, 69, 19),(0, 230, 115)"
3,1,2,0,5,1,0,1,294,750,"(-100, 200),(-200, 100),(200, 100)","(-100, -200),(-200, -100),(200, -100)","(-100, 200),(-200, 100),(200, 100),(-100, -200),(-200, -100),(200, -100)","(222, 184, 135),(0, 128, 128),(255, 140, 0),(0, 100, 0),(139, 69, 19),(255, 128, 0)","(222, 184, 135),(0, 128, 128),(255, 140, 0)","(0, 100, 0),(139, 69, 19),(255, 128, 0)"
1,1,5,1,5,1,1,0,295,824,"(200, 100)","(-200, -100)","(200, 100),(-200, -100)","(0, 128, 128),(0, 100, 0)","(0, 128, 128)","(0, 100, 0)"
4,0,0.3,0,5,0,0,1,296,63,"(-100, 200),(100, 200),(-200, 100),(200, 100)","(-200, -100),(200, -100),(-100, -200),(100, -200)","(-100, 200),(100, 200),(-200, 100),(200, 100),(-200, -100),(200, -100),(-100, -200),(100, -200)","(0, 128, 128),(107, 142, 35),(0, 102, 102),(255, 140, 0),(139, 69, 19),(0, 230, 115),(0, 100, 0),(128, 0, 128)","(0, 128, 128),(107, 142, 35),(0, 102, 102),(255, 140, 0)","(139, 69, 19),(0, 230, 115),(0, 100, 0),(128, 0, 128)"
2,1,2,0,2,0,1,0,297,593,"(200, 100),(-200, 100)","(-200, -100),(200, -100)","(200, 100),(-200, 100),(-200, -100),(200, -100)","(255, 140, 0),(222, 184, 135),(0, 230, 115),(139, 69, 19)","(255, 140, 0),(222, 184, 135)","(0, 230, 115),(139, 69, 19)"
4,1,2,0,5,1,1,0,298,751,"(-200, 100),(100, 200),(200, 100),(-100, 200)","(-100, -200),(200, -100),(100, -200),(-200, -100)","(-200, 100),(100, 200),(200, 100),(-100, 200),(-100, -200),(200, -100),(100, -200),(-200, -100)","(255, 182, 193),(0, 102, 102),(255, 140, 0),(0, 128, 128),(255, 128, 0),(0, 230, 115),(128, 0, 128),(0, 100, 0)","(255, 182, 193),(0, 102, 102),(255, 140, 0),(0, 128, 128)","(255, 128, 0),(0, 230, 115),(128, 0, 128),(0, 100, 0)"
2,0,5,0,5,0,0,1,299,357,"(-200, 100),(-100, 200)","(200, -100),(-200, -100)","(-200, 100),(-100, 200),(200, -100),(-200, -100)","(255, 140, 0),(107, 142, 35),(0, 230, 115),(128, 0, 128)","(255, 140, 0),(107, 142, 35)","(0, 230, 115),(128, 0, 128)"
1,0,0.3,0,0.3,1,0,1,300,432,"(-100, 200)","(-100, -200)","(-100, 200),(-100, -200)","(255, 140, 0),(0, 230, 115)","(255, 140, 0)","(0, 230, 115)"
3,2,0.3,0,2,1,1,0,301,1058,"(-200, 100),(200, 100),(-100, 200)","(200, -100),(100, -200),(-100, -200)","(-200, 100),(200, 100),(-100, 200),(200, -100),(100, -200),(-100, -200)","(222, 184, 135),(255, 140, 0),(0, 128, 128),(128, 0, 128),(255, 128, 0),(139, 69, 19)","(222, 184, 135),(255, 140, 0),(0, 128, 128)","(128, 0, 128),(255, 128, 0),(139, 69, 19)"
3,0,5,0,5,1,0,1,302,502,"(-200, 100),(100, 200),(200, 100)","(100, -200),(200, -100),(-200, -100)","(-200, 100),(100, 200),(200, 100),(100, -200),(200, -100),(-200, -100)","(255, 182, 193),(0, 102, 102),(107, 142, 35),(139, 69, 19),(255, 128, 0),(128, 0, 128)","(255, 182, 193),(0, 102, 102),(107, 142, 35)","(139, 69, 19),(255, 128, 0),(128, 0, 128)"
4,1,5,2,5,0,1,0,303,719,"(200, 100),(-200, 100),(-100, 200),(100, 200)","(200, -100),(100, -200),(-200, -100),(-100, -200)","(200, 100),(-200, 100),(-100, 200),(100, 200),(200, -100),(100, -200),(-200, -100),(-100, -200)","(255, 140, 0),(0, 102, 102),(255, 182, 193),(0, 128, 128),(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)","(255, 140, 0),(0, 102, 102),(255, 182, 193),(0, 128, 128)","(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)"
1,1,0.3,0,5,1,1,0,304,744,"(100, 200)","(200, -100)","(100, 200),(200, -100)","(255, 140, 0),(128, 0, 128)","(255, 140, 0)","(128, 0, 128)"
3,0,5,0,0.3,0,0,1,305,10,"(-100, 200),(-200, 100),(100, 200)","(-200, -100),(100, -200),(200, -100)","(-100, 200),(-200, 100),(100, 200),(-200, -100),(100, -200),(200, -100)","(0, 102, 102),(222, 184, 135),(255, 140, 0),(0, 100, 0),(0, 230, 115),(128, 0, 128)","(0, 102, 102),(222, 184, 135),(255, 140, 0)","(0, 100, 0),(0, 230, 115),(128, 0, 128)"
2,0,2,0,5,1,0,1,306,209,"(200, 100),(-100, 200)","(-200, -100),(100, -200)","(200, 100),(-100, 200),(-200, -100),(100, -200)","(0, 128, 128),(0, 102, 102),(128, 0, 128),(0, 230, 115)","(0, 128, 128),(0, 102, 102)","(128, 0, 128),(0, 230, 115)"
1,2,2,1,5,0,1,0,307,964,"(100, 200)","(100, -200)","(100, 200),(100, -200)","(0, 128, 128),(139, 69, 19)","(0, 128, 128)","(139, 69, 19)"
1,0,2,0,5,0,1,0,308,28,"(-100, 200)","(-100, -200)","(-100, 200),(-100, -200)","(107, 142, 35),(0, 230, 115)","(107, 142, 35)","(0, 230, 115)"
1,0,5,1,2,1,0,1,309,524,"(-100, 200)","(-200, -100)","(-100, 200),(-200, -100)","(222, 184, 135),(0, 230, 115)","(222, 184, 135)","(0, 230, 115)"
1,0,5,2,2,0,0,1,310,128,"(100, 200)","(-200, -100)","(100, 200),(-200, -100)","(255, 140, 0),(139, 69, 19)","(255, 140, 0)","(139, 69, 19)"
2,0,2,1,2,0,1,0,311,89,"(-100, 200),(100, 200)","(100, -200),(-100, -200)","(-100, 200),(100, 200),(100, -200),(-100, -200)","(0, 128, 128),(255, 182, 193),(0, 100, 0),(255, 128, 0)","(0, 128, 128),(255, 182, 193)","(0, 100, 0),(255, 128, 0)"
4,0,0.3,1,2,1,0,1,312,231,"(200, 100),(-200, 100),(100, 200),(-100, 200)","(-200, -100),(-100, -200),(200, -100),(100, -200)","(200, 100),(-200, 100),(100, 200),(-100, 200),(-200, -100),(-100, -200),(200, -100),(100, -200)","(255, 140, 0),(0, 128, 128),(107, 142, 35),(0, 102, 102),(0, 230, 115),(0, 100, 0),(139, 69, 19),(128, 0, 128)","(255, 140, 0),(0, 128, 128),(107, 142, 35),(0, 102, 102)","(0, 230, 115),(0, 100, 0),(139, 69, 19),(128, 0, 128)"
2,2,5,0,5,0,1,0,313,933,"(-100, 200),(200, 100)","(100, -200),(-200, -100)","(-100, 200),(200, 100),(100, -200),(-200, -100)","(222, 184, 135),(255, 140, 0),(255, 128, 0),(0, 230, 115)","(222, 184, 135),(255, 140, 0)","(255, 128, 0),(0, 230, 115)"
4,0,2,1,0.3,1,1,0,314,511,"(-200, 100),(200, 100),(100, 200),(-100, 200)","(200, -100),(-100, -200),(-200, -100),(100, -200)","(-200, 100),(200, 100),(100, 200),(-100, 200),(200, -100),(-100, -200),(-200, -100),(100, -200)","(107, 142, 35),(0, 102, 102),(222, 184, 135),(255, 140, 0),(0, 230, 115),(128, 0, 128),(139, 69, 19),(0, 100, 0)","(107, 142, 35),(0, 102, 102),(222, 184, 135),(255, 140, 0)","(0, 230, 115),(128, 0, 128),(139, 69, 19),(0, 100, 0)"
2,0,2,1,2,0,0,1,315,377,"(100, 200),(-200, 100)","(-100, -200),(-200, -100)","(100, 200),(-200, 100),(-100, -200),(-200, -100)","(255, 182, 193),(107, 142, 35),(128, 0, 128),(0, 100, 0)","(255, 182, 193),(107, 142, 35)","(128, 0, 128),(0, 100, 0)"
1,1,5,1,0.3,1,1,0,316,800,"(-100, 200)","(100, -200)","(-100, 200),(100, -200)","(255, 140, 0),(255, 128, 0)","(255, 140, 0)","(255, 128, 0)"
2,1,5,0,0.3,0,0,1,317,585,"(-200, 100),(200, 100)","(-100, -200),(200, -100)","(-200, 100),(200, 100),(-100, -200),(200, -100)","(255, 182, 193),(107, 142, 35),(139, 69, 19),(0, 100, 0)","(255, 182, 193),(107, 142, 35)","(139, 69, 19),(0, 100, 0)"
3,1,0.3,1,2,1,1,0,318,806,"(-100, 200),(100, 200),(-200, 100)","(-100, -200),(-200, -100),(200, -100)","(-100, 200),(100, 200),(-200, 100),(-100, -200),(-200, -100),(200, -100)","(107, 142, 35),(0, 128, 128),(255, 140, 0),(139, 69, 19),(255, 128, 0),(0, 100, 0)","(107, 142, 35),(0, 128, 128),(255, 140, 0)","(139, 69, 19),(255, 128, 0),(0, 100, 0)"
4,0,0.3,0,5,1,0,1,319,495,"(100, 200),(-200, 100),(200, 100),(-100, 200)","(200, -100),(-100, -200),(100, -200),(-200, -100)","(100, 200),(-200, 100),(200, 100),(-100, 200),(200, -100),(-100, -200),(100, -200),(-200, -100)","(255, 140, 0),(222, 184, 135),(0, 102, 102),(107, 142, 35),(139, 69, 19),(0, 100, 0),(0, 230, 115),(255, 128, 0)","(255, 140, 0),(222, 184, 135),(0, 102, 102),(107, 142, 35)","(139, 69, 19),(0, 100, 0),(0, 230, 115),(255, 128, 0)"
4,0,5,0,0.3,1,0,1,320,155,"(-100, 200),(-200, 100),(200, 100),(100, 200)","(-200, -100),(100, -200),(200, -100),(-100, -200)","(-100, 200),(-200, 100),(200, 100),(100, 200),(-200, -100),(100, -200),(200, -100),(-100, -200)","(222, 184, 135),(255, 140, 0),(107, 142, 35),(255, 182, 193),(139, 69, 19),(128, 0, 128),(0, 230, 115),(255, 128, 0)","(222, 184, 135),(255, 140, 0),(107, 142, 35),(255, 182, 193)","(139, 69, 19),(128, 0, 128),(0, 230, 115),(255, 128, 0)"
4,0,2,1,0.3,1,1,0,321,223,"(-100, 200),(100, 200),(-200, 100),(200, 100)","(100, -200),(-100, -200),(-200, -100),(200, -100)","(-100, 200),(100, 200),(-200, 100),(200, 100),(100, -200),(-100, -200),(-200, -100),(200, -100)","(0, 102, 102),(107, 142, 35),(222, 184, 135),(255, 140, 0),(0, 100, 0),(0, 230, 115),(139, 69, 19),(128, 0, 128)","(0, 102, 102),(107, 142, 35),(222, 184, 135),(255, 140, 0)","(0, 100, 0),(0, 230, 115),(139, 69, 19),(128, 0, 128)"
2,1,2,1,0.3,1,1,0,322,797,"(100, 200),(200, 100)","(-100, -200),(-200, -100)","(100, 200),(200, 100),(-100, -200),(-200, -100)","(0, 102, 102),(255, 140, 0),(128, 0, 128),(255, 128, 0)","(0, 102, 102),(255, 140, 0)","(128, 0, 128),(255, 128, 0)"
3,0,2,0,2,0,0,1,323,54,"(-200, 100),(100, 200),(200, 100)","(-200, -100),(100, -200),(200, -100)","(-200, 100),(100, 200),(200, 100),(-200, -100),(100, -200),(200, -100)","(222, 184, 135),(255, 182, 193),(255, 140, 0),(0, 100, 0),(255, 128, 0),(128, 0, 128)","(222, 184, 135),(255, 182, 193),(255, 140, 0)","(0, 100, 0),(255, 128, 0),(128, 0, 128)"
2,0,2,0,0.3,1,0,1,324,437,"(200, 100),(100, 200)","(-200, -100),(200, -100)","(200, 100),(100, 200),(-200, -100),(200, -100)","(107, 142, 35),(255, 182, 193),(0, 230, 115),(255, 128, 0)","(107, 142, 35),(255, 182, 193)","(0, 230, 115),(255, 128, 0)"
3,2,0.3,2,0.3,1,1,0,325,1118,"(-100, 200),(-200, 100),(100, 200)","(100, -200),(-200, -100),(200, -100)","(-100, 200),(-200, 100),(100, 200),(100, -200),(-200, -100),(200, -100)","(255, 182, 193),(107, 142, 35),(222, 184, 135),(0, 100, 0),(128, 0, 128),(139, 69, 19)","(255, 182, 193),(107, 142, 35),(222, 184, 135)","(0, 100, 0),(128, 0, 128),(139, 69, 19)"
